file;time;n;m;solsize;recsteps;finished;VC-check;size-check;diff-to-opt;last-k-diff-to-opt
3-medium-sized/vc009.dimacs;Command terminated by signal 11 4.91;38452;174645;1;;1;Not a VC: ;;;
3-medium-sized/vc011.dimacs;;9875;25973;0;;0;;;;
3-medium-sized/vc013.dimacs;Command terminated by signal 11 37.00;45307;36697;1;;1;Not a VC: ;;;
3-medium-sized/vc015.dimacs;Command terminated by signal 11 36.24;53610;42940;1;;1;Not a VC: ;;;
3-medium-sized/vc017.dimacs;;23541;34233;0;;0;;;;
3-medium-sized/vc019.dimacs;Command terminated by signal 11 68.75;200;862;1;;1;Not a VC: ;;;
3-medium-sized/vc021.dimacs;17.53;24765;19655;5110;1;1;OK;;;
3-medium-sized/vc023.dimacs;25.20;27717;133665;16013;48;1;OK;;;
3-medium-sized/vc025.dimacs;14.48;23194;18295;4899;1;1;OK;;;
3-medium-sized/vc027.dimacs;Command terminated by signal 11 27.64;65866;52435;1;;1;Not a VC: ;;;
3-medium-sized/vc029.dimacs;Command terminated by signal 11 118.31;13431;16234;1;;1;Not a VC: ;;;
3-medium-sized/vc031.dimacs;;200;813;0;;0;;;;
3-medium-sized/vc033.dimacs;Command terminated by signal 11 32.94;4410;6885;0;;1;Not a VC: Uncovered edge: 1 2;;;
3-medium-sized/vc035.dimacs;Command terminated by signal 11 27.13;200;864;1;;1;Not a VC: ;;;
3-medium-sized/vc037.dimacs;Command terminated by signal 11 66.56;198;808;1;;1;Not a VC: ;;;
3-medium-sized/vc039.dimacs;Command terminated by signal 11 34.76;6795;10620;1;;1;Not a VC: ;;;
3-medium-sized/vc041.dimacs;Command terminated by signal 11 27.87;200;1023;1;;1;Not a VC: ;;;
3-medium-sized/vc043.dimacs;Command terminated by signal 11 80.38;200;841;1;;1;Not a VC: ;;;
3-medium-sized/vc045.dimacs;Command terminated by signal 11 96.96;200;1020;1;;1;Not a VC: ;;;
3-medium-sized/vc047.dimacs;Command terminated by signal 11 127.19;200;1093;1;;1;Not a VC: ;;;
3-medium-sized/vc049.dimacs;Command terminated by signal 11 111.44;200;933;1;;1;Not a VC: ;;;
3-medium-sized/vc051.dimacs;;200;1098;0;;0;;;;
3-medium-sized/vc053.dimacs;Command terminated by signal 11 85.70;200;1026;1;;1;Not a VC: ;;;
3-medium-sized/vc055.dimacs;Command terminated by signal 11 81.23;200;938;1;;1;Not a VC: ;;;
3-medium-sized/vc057.dimacs;Command terminated by signal 11 51.45;200;1160;1;;1;Not a VC: ;;;
3-medium-sized/vc059.dimacs;;200;961;0;;0;;;;
